,ISBN,bookAuthor,category,yearOfPublication,publisher,bookTitle,imageUrlS,imageUrlM,imageUrlL
1647,375431063,Maeve Binchy,history,2001,Random House Large Print Publishing,Scarlet Feather,http://images.amazon.com/images/P/0375431063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375431063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375431063.01.LZZZZZZZ.jpg
1648,451211081,Terry McMillan,history,2004,New American Library,A Day Late and a Dollar Short,http://images.amazon.com/images/P/0451211081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451211081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451211081.01.LZZZZZZZ.jpg
1649,881845337,Francois Mauriac,history,1989,Carroll &amp; Graf Publishers,Flesh and Blood,http://images.amazon.com/images/P/0881845337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881845337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881845337.01.LZZZZZZZ.jpg
1650,440220394,L'Engle Madelein,history,1996,Laurel-Leaf Books,A Wrinkle in Time,http://images.amazon.com/images/P/0440220394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440220394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440220394.01.LZZZZZZZ.jpg
1651,553506307,Sally Beauman,history,1997,"Acacia Press, Inc.",Dark Angel,http://images.amazon.com/images/P/0553506307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553506307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553506307.01.LZZZZZZZ.jpg
1652,613335864,Dean Koontz,economics,2001,Sagebrush Bound,False Memory,http://images.amazon.com/images/P/0613335864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613335864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613335864.01.LZZZZZZZ.jpg
1653,770426182,Peter Hoeg,economics,1994,Bantam Books,Smilla's Sense of Snow,http://images.amazon.com/images/P/0770426182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0770426182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0770426182.01.LZZZZZZZ.jpg
1654,451139682,Stephen King,economics,1983,Signet Book,Different Seasons,http://images.amazon.com/images/P/0451139682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451139682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451139682.01.LZZZZZZZ.jpg
1655,446359173,Loup Durand,economics,1990,Warner Books,Daddy,http://images.amazon.com/images/P/0446359173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359173.01.LZZZZZZZ.jpg
1656,739417096,Mary Higgins Clark,economics,0,Simon Schuster Macmillan,On the Street Where You Live,http://images.amazon.com/images/P/0739417096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739417096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739417096.01.LZZZZZZZ.jpg
1657,345378261,Whitney Otto,economics,1995,Ballantine Books,Now You See Her,http://images.amazon.com/images/P/0345378261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378261.01.LZZZZZZZ.jpg
1658,451525817,Frances Hodgson Burnett,economics,1994,Signet Classics,The Secret Garden,http://images.amazon.com/images/P/0451525817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525817.01.LZZZZZZZ.jpg
1659,068803036X,John Irving,economics,1985,Harpercollins Childrens Books,The Cider House Rules,http://images.amazon.com/images/P/068803036X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068803036X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068803036X.01.LZZZZZZZ.jpg
1660,812544447,Bill Eidson,economics,1998,Tor Books (Mm),The Guardian,http://images.amazon.com/images/P/0812544447.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812544447.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812544447.01.LZZZZZZZ.jpg
1661,743417178,Marc Levy,economics,2000,Pocket Books,If Only It Were True,http://images.amazon.com/images/P/0743417178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743417178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743417178.01.LZZZZZZZ.jpg
1662,449911608,Anne Tyler,economics,1996,Ballantine Books,Saint Maybe,http://images.amazon.com/images/P/0449911608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911608.01.LZZZZZZZ.jpg
1663,006109367X,Hal Friedman,economics,1999,HarperTorch,Over the Edge,http://images.amazon.com/images/P/006109367X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109367X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109367X.01.LZZZZZZZ.jpg
1664,068985790X,Jeff Mariotte,economics,2003,Simon Spotlight Entertainment,Mirror Image,http://images.amazon.com/images/P/068985790X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068985790X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068985790X.01.LZZZZZZZ.jpg
1665,786011629,T. J. MacGregor,economics,2001,Kensington Publishing Corporation,Vanished,http://images.amazon.com/images/P/0786011629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786011629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786011629.01.LZZZZZZZ.jpg
1666,345371291,Cynthia Blair,economics,1994,Ballantine Books,Temptation,http://images.amazon.com/images/P/0345371291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345371291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345371291.01.LZZZZZZZ.jpg
1667,394570480,Loup Durand,economics,1988,Random House Inc,Daddy,http://images.amazon.com/images/P/0394570480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394570480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394570480.01.LZZZZZZZ.jpg
1668,531001725,Jerome David Salinger,economics,1973,Scholastic Library Pub,The Catcher in the Rye,http://images.amazon.com/images/P/0531001725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0531001725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0531001725.01.LZZZZZZZ.jpg
1669,613185048,Maeve Binchy,economics,2001,Sagebrush Bound,Circle of Friends,http://images.amazon.com/images/P/0613185048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613185048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613185048.01.LZZZZZZZ.jpg
1670,068484477x,Ursula Hegi,economics,1997,Touchstone,STONES FROM THE RIVER,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
1671,394490185,Robert K. Massie,economics,1975,Knopf : distributed by Random House,Journey,http://images.amazon.com/images/P/0394490185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394490185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394490185.01.LZZZZZZZ.jpg
1672,312084986,James Herriot,cartoon,1992,St. Martin's Press,All Creatures Great and Small,http://images.amazon.com/images/P/0312084986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312084986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312084986.01.LZZZZZZZ.jpg
1673,64470598,Katherine Paterson,cartoon,1990,HarperTrophy,Jacob Have I Loved,http://images.amazon.com/images/P/0064470598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064470598.01.LZZZZZZZ.jpg
1674,670032573,Stephen King,romance,2003,Viking Books,"Wizard and Glass (The Dark Tower, Book 4)",http://images.amazon.com/images/P/0670032573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032573.01.LZZZZZZZ.jpg
1675,743490304,Dan Brown,romance,2003,Atria,Deception Point,http://images.amazon.com/images/P/0743490304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743490304.01.LZZZZZZZ.jpg
1676,1587881969,J. D. Robb,romance,2001,Brilliance Audio,Betrayal in Death,http://images.amazon.com/images/P/1587881969.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587881969.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587881969.01.LZZZZZZZ.jpg
1677,792727770,Maeve Binchy,romance,2002,Chivers Audio Books,Quentins,http://images.amazon.com/images/P/0792727770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0792727770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0792727770.01.LZZZZZZZ.jpg
1678,1551669145,Erica Spindler,romance,2002,Mira,Dead Run,http://images.amazon.com/images/P/1551669145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669145.01.LZZZZZZZ.jpg
1679,087131763X,"Robert C., Md. Atkins",popularization of science,1994,"Evans, M. Co",Dr. Atkins' New Diet Revolution,http://images.amazon.com/images/P/087131763X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.LZZZZZZZ.jpg
1680,843945524,Madeline Baker,popularization of science,1999,Leisure Books,Paradise,http://images.amazon.com/images/P/0843945524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843945524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843945524.01.LZZZZZZZ.jpg
1681,006017322X,Harper Lee,popularization of science,1995,HarperCollins Publishers,To Kill a Mockingbird,http://images.amazon.com/images/P/006017322X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006017322X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006017322X.01.LZZZZZZZ.jpg
1682,670809381,Maeve Binchy,popularization of science,1986,Penguin USA,Echoes,http://images.amazon.com/images/P/0670809381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670809381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670809381.01.LZZZZZZZ.jpg
1683,758204779,Sherryl Woods,popularization of science,1996,Kensington Books,Temptation,http://images.amazon.com/images/P/0758204779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0758204779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0758204779.01.LZZZZZZZ.jpg
1684,312252943,Jennifer Crusie,popularization of science,2000,St. Martin's Press,Welcome to Temptation,http://images.amazon.com/images/P/0312252943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312252943.01.LZZZZZZZ.jpg
1685,394561104,Michael Crichton,popularization of science,1987,Alfred A. Knopf,Sphere,http://images.amazon.com/images/P/0394561104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394561104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394561104.01.LZZZZZZZ.jpg
1686,345448219,DOROTHY GILMAN,popularization of science,2003,Ballantine Books,Kaleidoscope,http://images.amazon.com/images/P/0345448219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345448219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345448219.01.LZZZZZZZ.jpg
1687,571129498,Joe Coomer,popularization of science,1992,Farrar Straus &amp; Giroux,The Loop,http://images.amazon.com/images/P/0571129498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571129498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571129498.01.LZZZZZZZ.jpg
1688,446364673,Kirk Douglas,popularization of science,1993,Warner Books,The Gift,http://images.amazon.com/images/P/0446364673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364673.01.LZZZZZZZ.jpg
1689,B0001PIOX4,Ray Bradbury,popularization of science,1993,Simon &amp; Schuster,Fahrenheit 451,http://images.amazon.com/images/P/B0001PIOX4.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B0001PIOX4.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B0001PIOX4.01.LZZZZZZZ.jpg
1690,553525131,Maeve Binchy,popularization of science,1998,Random House Audio Publishing Group,The Return Journey,http://images.amazon.com/images/P/0553525131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553525131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553525131.01.LZZZZZZZ.jpg
1691,055347331X,DIANA GABALDON,popularization of science,1994,Random House Audio,Voyager,http://images.amazon.com/images/P/055347331X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055347331X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055347331X.01.LZZZZZZZ.jpg
1692,B00001IVC7,Stephen King,popularization of science,1996,Viking Press,Desperation,http://images.amazon.com/images/P/B00001IVC7.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00001IVC7.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00001IVC7.01.LZZZZZZZ.jpg
1693,373107455,Alison Fraser,popularization of science,1984,Harlequin,Coming Home,http://images.amazon.com/images/P/0373107455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373107455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373107455.01.LZZZZZZZ.jpg
1694,590453866,R. L. Stine,popularization of science,1992,Scholastic,Beach House,http://images.amazon.com/images/P/0590453866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590453866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590453866.01.LZZZZZZZ.jpg
1695,671469525,Mary Higgins Clark,popularization of science,1984,Bookthrift Co,Stillwatch,http://images.amazon.com/images/P/0671469525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671469525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671469525.01.LZZZZZZZ.jpg
1696,1551666340,Candace Camp,popularization of science,2000,Mira,Impulse,http://images.amazon.com/images/P/1551666340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666340.01.LZZZZZZZ.jpg
1697,345293568,Bertrice Small,popularization of science,1983,Ballantine Books,Beloved,http://images.amazon.com/images/P/0345293568.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345293568.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345293568.01.LZZZZZZZ.jpg
1698,694524379,Barbara Kingsolver,popularization of science,2000,HarperAudio,Prodigal Summer,http://images.amazon.com/images/P/0694524379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694524379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694524379.01.LZZZZZZZ.jpg
1699,449231666,N. Lofts,popularization of science,1977,Fawcett Books,Homecoming,http://images.amazon.com/images/P/0449231666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449231666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449231666.01.LZZZZZZZ.jpg
1700,553526375,Nora Roberts,popularization of science,1999,Random House Audio Publishing Group,Carnal Innocence,http://images.amazon.com/images/P/0553526375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553526375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553526375.01.LZZZZZZZ.jpg
1701,553801163,Nora Roberts,popularization of science,2000,Bantam Dell Pub Group,Sacred Sins,http://images.amazon.com/images/P/0553801163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801163.01.LZZZZZZZ.jpg
1702,140154973,Celia Brayfield,popularization of science,1996,Penguin Books Ltd,Harvest,http://images.amazon.com/images/P/0140154973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140154973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140154973.01.LZZZZZZZ.jpg
1703,385295278,Danielle Steel,popularization of science,1987,Delacorte Press,Fine Things,http://images.amazon.com/images/P/0385295278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385295278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385295278.01.LZZZZZZZ.jpg
1704,385310382,Karen Robards,popularization of science,1997,Bantam Dell Pub Group,Heartbreaker,http://images.amazon.com/images/P/0385310382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385310382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385310382.01.LZZZZZZZ.jpg
1705,1551665352,Sharon Sala,popularization of science,1999,Mira,Remember Me,http://images.amazon.com/images/P/1551665352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551665352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551665352.01.LZZZZZZZ.jpg
1706,345418913,Douglas Adams,popularization of science,1997,Ballantine Books,The Hitchhiker's Guide to the Galaxy,http://images.amazon.com/images/P/0345418913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.LZZZZZZZ.jpg
1707,553057626,Sally Beauman,popularization of science,1990,Bantam Dell Pub Group,Dark Angel,http://images.amazon.com/images/P/0553057626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553057626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553057626.01.LZZZZZZZ.jpg
1708,739408011,Nora Roberts,popularization of science,0,Putnams G P Sons,Carolina Moon,http://images.amazon.com/images/P/0739408011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739408011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739408011.01.LZZZZZZZ.jpg
1709,157566335X,Zachary Alan Fox,popularization of science,1998,Kensington Publishing Corp.,When the Wind Blows,http://images.amazon.com/images/P/157566335X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566335X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566335X.01.LZZZZZZZ.jpg
1710,385308426,Olive Ann Burns,popularization of science,1992,Delacorte Press,Cold Sassy Tree,http://images.amazon.com/images/P/0385308426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385308426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385308426.01.LZZZZZZZ.jpg
1711,553450530,Robert Ludlum,novel,1987,Random House Audio,The Bourne Identity,http://images.amazon.com/images/P/0553450530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553450530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553450530.01.LZZZZZZZ.jpg
1712,881030317,William Golding,novel,1999,Sagebrush Bound,Lord of the Flies,http://images.amazon.com/images/P/0881030317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881030317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881030317.01.LZZZZZZZ.jpg
1713,671045857,Stephen King,novel,1999,Audioworks,The Girl Who Loved Tom Gordon,http://images.amazon.com/images/P/0671045857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671045857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671045857.01.LZZZZZZZ.jpg
1714,425193799,Judy Blume,novel,2004,Berkley Publishing Group,Tales of a Fourth Grade Nothing,http://images.amazon.com/images/P/0425193799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425193799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425193799.01.LZZZZZZZ.jpg
1715,553474286,Nicholas Evans,novel,1995,Random House Audio,The Horse Whisperer,http://images.amazon.com/images/P/0553474286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553474286.01.LZZZZZZZ.jpg
1716,553472828,John Grisham,novel,1996,Random House Audio,The Runaway Jury,http://images.amazon.com/images/P/0553472828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553472828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553472828.01.LZZZZZZZ.jpg
1717,671582321,Tami Hoag,novel,1999,Audioworks,Ashes to Ashes,http://images.amazon.com/images/P/0671582321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671582321.01.LZZZZZZZ.jpg
1718,312864035,Patrick O'Leary,novel,1998,Tor Books,The Gift,http://images.amazon.com/images/P/0312864035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312864035.01.LZZZZZZZ.jpg
1719,671043080,Bret Lott,novel,1999,Audioworks,Jewel,http://images.amazon.com/images/P/0671043080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671043080.01.LZZZZZZZ.jpg
1720,553199439,Robert Ludlum,novel,1991,Bantam Books,The Bourne Ultimatum,http://images.amazon.com/images/P/0553199439.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553199439.01.LZZZZZZZ.jpg
1721,1586214055,James Patterson,novel,2002,Time Warner Audio Major,Four Blind Mice,http://images.amazon.com/images/P/1586214055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586214055.01.LZZZZZZZ.jpg
1722,739301047,Anna Quindlen,history,2002,Random House Audio Publishing Group,Blessings,http://images.amazon.com/images/P/0739301047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739301047.01.LZZZZZZZ.jpg
1723,553115715,Janis Flores,history,1978,Bantam Books,Bittersweet,http://images.amazon.com/images/P/0553115715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553115715.01.LZZZZZZZ.jpg
1724,375416048,Helen Fielding,history,2000,Random House Audio,Bridget Jones: The Edge of Reason,http://images.amazon.com/images/P/0375416048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375416048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375416048.01.LZZZZZZZ.jpg
1725,385335989,DIANA GABALDON,history,2001,Delta,Drums of Autumn,http://images.amazon.com/images/P/0385335989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.LZZZZZZZ.jpg
1726,785764836,Stephen King,history,1999,Sagebrush Bound,Insomnia,http://images.amazon.com/images/P/0785764836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785764836.01.LZZZZZZZ.jpg
1727,039527222X,J. R. R. Tolkien,history,1988,Houghton Mifflin,"The Two Towers (The Lord of the Rings, Part 2)",http://images.amazon.com/images/P/039527222X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039527222X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039527222X.01.LZZZZZZZ.jpg
1728,679452664,MICHAEL CRICHTON,history,1996,Random House Audio,Airframe,http://images.amazon.com/images/P/0679452664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679452664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679452664.01.LZZZZZZZ.jpg
1729,055356160x,TAMI HOAG,history,1993,Bantam,Cry Wolf,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg
1730,067976402x,David Guterson,history,1995,Vintage Books USA,Snow Falling on Cedars,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg
1731,804830363,Leslie Li,history,1994,Tuttle Publishing,Bittersweet,http://images.amazon.com/images/P/0804830363.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804830363.01.LZZZZZZZ.jpg
1732,1565122054,Kaye Gibbons,history,1997,Algonquin Books of Chapel Hill,Ellen Foster,http://images.amazon.com/images/P/1565122054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565122054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565122054.01.LZZZZZZZ.jpg
1733,030703979X,Golden Books,history,1993,Golden Books,Jurassic Park,http://images.amazon.com/images/P/030703979X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/030703979X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/030703979X.01.LZZZZZZZ.jpg
1734,739407635,Sandra Brown,history,0,Warner Books> C/o Little Br,Standoff,http://images.amazon.com/images/P/0739407635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739407635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739407635.01.LZZZZZZZ.jpg
1735,385043805,Daphne du Maurier,history,1948,Doubleday Books,Rebecca,http://images.amazon.com/images/P/0385043805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385043805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385043805.01.LZZZZZZZ.jpg
1736,553239767,J. D. Salinger,history,1983,Bantam Books,The Catcher in the Rye,http://images.amazon.com/images/P/0553239767.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553239767.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553239767.01.LZZZZZZZ.jpg
1737,451519000,George Orwell,history,1956,Penguin Putnam~mass,Animal Farm,http://images.amazon.com/images/P/0451519000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451519000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451519000.01.LZZZZZZZ.jpg
1738,156465116,Antoine de Saint-Exup̩ry,history,1982,Harvest Books,The Little Prince,http://images.amazon.com/images/P/0156465116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156465116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156465116.01.LZZZZZZZ.jpg
1739,451192834,Donna Ball,history,1998,Signet Book,Dark Angel,http://images.amazon.com/images/P/0451192834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451192834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451192834.01.LZZZZZZZ.jpg
1740,385121679,Stephen King,history,1993,Doubleday Books,The Shining,http://images.amazon.com/images/P/0385121679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385121679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385121679.01.LZZZZZZZ.jpg
1741,553264850,Thomas Harris,history,1986,Bantam Books,Red Dragon,http://images.amazon.com/images/P/0553264850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553264850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553264850.01.LZZZZZZZ.jpg
1742,440208319,Elmore Leonard,history,1990,Dell,The Switch,http://images.amazon.com/images/P/0440208319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440208319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440208319.01.LZZZZZZZ.jpg
